35,FURNITURE_LAYOUT_NAME_40,湯口,Spout,ui\00_message\common\furniture_layout_name.gmd,\MyRoom.arc,MyRoom.arc,35
36,FURNITURE_LAYOUT_NAME_41,鳩時計,Cuckoo Clock,ui\00_message\common\furniture_layout_name.gmd,\MyRoom.arc,MyRoom.arc,36
37,FURNITURE_LAYOUT_NAME_42,壁面家具・左,Left Wall Furniture,ui\00_message\common\furniture_layout_name.gmd,\MyRoom.arc,MyRoom.arc,37
38,FURNITURE_LAYOUT_NAME_43,壁面家具・右,Right Wall Furniture,ui\00_message\common\furniture_layout_name.gmd,\MyRoom.arc,MyRoom.arc,38
39,FURNITURE_LAYOUT_NAME_44,カーペットの種類,Carpet Type,ui\00_message\common\furniture_layout_name.gmd,\MyRoom.arc,MyRoom.arc,39
40,FURNITURE_LAYOUT_NAME_45,家具,Furniture,ui\00_message\common\furniture_layout_name.gmd,\MyRoom.arc,MyRoom.arc,40
41,FURNITURE_LAYOUT_NAME_46,呼び鈴,Summoning Bell,ui\00_message\common\furniture_layout_name.gmd,\MyRoom.arc,MyRoom.arc,41
42,FURNITURE_LAYOUT_NAME_47,マンドラゴラ鉢植え①ノーマル,Mandagora Potted Plant 1 (Normal),ui\00_message\common\furniture_layout_name.gmd,\MyRoom.arc,MyRoom.arc,42
43,FURNITURE_LAYOUT_NAME_48,マンドラゴラ鉢植え②パスポート,Mandagora Potted Plant 2 (Passport),ui\00_message\common\furniture_layout_name.gmd,\MyRoom.arc,MyRoom.arc,43
44,FURNITURE_LAYOUT_NAME_49,マンドラゴラ鉢植え③パスポート,Mandagora Potted Plant 3 (Passport),ui\00_message\common\furniture_layout_name.gmd,\MyRoom.arc,MyRoom.arc,44
45,FURNITURE_LAYOUT_NAME_61,楽譜,Sheet Music,ui\00_message\common\furniture_layout_name.gmd,\MyRoom.arc,MyRoom.arc,45
46,FURNITURE_LAYOUT_NAME_63,ホログラムパターン,hologram pattern,ui\00_message\common\furniture_layout_name.gmd,\MyRoom.arc,MyRoom.arc,46
0,,使用者の体力を回復する,Recovers a portion of the user's health.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,0
0,,使用者の体力を回復する,Recovers a portion of the user's health.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,1
0,,使用者のスタミナを回復する,Recovers a portion of the user's stamina.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,2
0,,使用者の状態異常を解消する,"Cures the user of the specified
status debilitations.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,3
0,,使用者の状態異常を解消する,"Cures the user of the specified
status debilitations.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,4
0,,使用者の状態異常を解消する,"Cures the user of the specified
status debilitations.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,5
0,,使用者の状態異常を解消する,"Cures the user of the specified
status debilitations.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,6
0,,使用者の状態異常を解消する,"Cures the user of the specified
status debilitations.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,7
0,,使用者にステータス向上効果を付与する,"Grants the user the
specified status effect.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,8
0,,使用者にステータス向上効果を付与する,"Grants the user the
specified status effect.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,9
0,,使用者にステータス向上効果を付与する,"Grants the user the
specified status effect.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,10
0,,使用者にステータス向上効果を付与する,"Grants the user the
specified status effect.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,11
0,,"ドリード城離れにある《宝物殿》の鍵
かつては貴重資料が集められていた","A key that opens the treasury in Dreed Castle.
Various tresures were gathered there.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,12
0,,"蝶の細工があしらわれた小さな銀の鍵
エルフ族の文字が刻まれている","A small silver key with a butterfly design.
Elven characters are inscribed.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,13
0,,"ガルドノック砦のどこかの鍵
金属部には血色の錆びが浮いている","A key used somewhere in Gardnox Fortress.
Blood is rusting the metal.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,14
0,,"ドリード《城主の間》の扉を開く鍵
白竜と盾を模した文様が刻まれている","A key that opens the master chamber in Dreed
Castle.
A shield and the White Dragon are engraved.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,15
0,,"ドリード城地下、最深部《監獄牢》の鍵
収監された者がどうなったかは不明","A key to the prison underneath Dreed Castle.
You don't know what happened to the prisoners.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,16
0,,"投げつけた対象にダメージと
状態異常【延焼】を与える","Throw this to cause damage on impact.
Causes the ""Caught Fire"" debilitation.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,17
0,,使用者の体力を回復する,Recovers a portion of the user's health.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,18
0,,装備しているランタンに着火し、一定時間点灯させる,Used to ignite your lantern for a time.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,19
0,,使用者のスタミナを回復する,Recovers a portion of the user's stamina.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,20
0,,"鉱脈から素材アイテムを採掘するために必要
一定確率で消耗する","Used to harvest materials from ore veins.
Has a chance to break upon use.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,21
0,,"倒木から素材アイテムを採取するために必要
一定確率で消耗する","Used to harvest materials from fallen logs.
Has a chance to break upon use.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,22
0,,"鍵付き宝箱を解錠するために必要
一定確率で消耗する","Used to open locked treasure chests.
Has a chance to break upon use.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,23
0,,使用者のスタミナを回復する,Recovers a portion of the user's stamina.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,24
0,,"キノコをメインに使った料理
食べると様々な良い効果がある","A dish using mushrooms as the main ingredient
Bestows various buffs upon eating",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,25
0,,使用者の体力を回復する,Recovers a portion of the user's health.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,26
0,,使用者の体力を回復する,Recovers a portion of the user's health.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,27
0,,使用者の体力を回復する,Recovers a portion of the user's health.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,28
0,,使用者の体力を回復する,Recovers a portion of the user's health.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,29
0,,金貨（G）の入った袋,A pouch of gold coins (G).,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,30
0,,金貨（G）の入った袋,A pouch of gold coins (G).,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,31
0,,金貨（G）の入った袋,A pouch of gold coins (G).,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,32
0,,リムが結晶化したもの,Rift Crystal that has crystallized further.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,33
0,,リムが結晶化したもの,Rift Crystal that has crystallized further.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,34
0,,リムが結晶化したもの,Rift Crystal that has crystallized further.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,35
0,,"かつての戦いで白竜の
流した血液が結晶化したもの","The crystallized blood shed by the White Dragon
in past battles.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,36
0,,"かつての戦いで白竜の
流した血液が結晶化したもの","The crystallized blood shed by the White Dragon
in past battles.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,37
0,,"かつての戦いで白竜の
流した血液が結晶化したもの","The crystallized blood shed by the White Dragon
in past battles.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,38
0,,"エルフ族由来の遺跡で解錠に必要な鍵
使用時に消費する","Key required to unlock the ancient ruins of the
Elven race. Consumed upon use.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,39
0,,使用者のスタミナを回復する,Recovers a portion of the user's stamina.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,40
0,,使用者のスタミナを回復する,Recovers a portion of the user's stamina.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,41
0,,使用者のスタミナを回復する,Recovers a portion of the user's stamina.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,42
0,,使用者のスタミナを回復する,Recovers a portion of the user's stamina.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,43
0,,使用者の状態異常を解消する,"Cures the user of the specified
status debilitations.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,44
0,,使用者の状態異常を解消する,"Cures the user of the specified
status debilitations.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,45
0,,使用者の状態異常を解消する,"Cures the user of the specified
status debilitations.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,46
0,,使用者の状態異常を解消する,"Cures the user of the specified
status debilitations.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,47
0,,使用者の状態異常を解消する,"Cures the user of the specified
status debilitations.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,48
0,,使用者の状態異常を解消する,"Cures the user of the specified
status debilitations.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,49
0,,使用者の状態異常を解消する,"Cures the user of the specified
status debilitations.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,50
0,,使用者の状態異常を解消する,"Cures the user of the specified
status debilitations.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,51
0,,使用者の状態異常を解消する,"Cures the user of the specified
status debilitations.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,52
0,,使用者の状態異常を解消する,"Cures the user of the specified
status debilitations.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,53
0,,使用者の状態異常を解消する,"Cures the user of the specified
status debilitations.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,54
0,,使用者の状態異常を解消する,"Cures the user of the specified
status debilitations.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,55
0,,使用者の状態異常を解消する,"Cures the user of the specified
status debilitations.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,56
0,,使用者の状態異常を解消する,"Cures the user of the specified
status debilitations.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,57
0,,使用者にステータス向上効果を付与する,"Grants the user the
specified status effect.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,58
0,,使用者にステータス向上効果を付与する,"Grants the user the
specified status effect.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,59
0,,使用者にステータス向上効果を付与する,"Grants the user the
specified status effect.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,60
0,,使用者にステータス向上効果を付与する,"Grants the user the
specified status effect.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,61
0,,使用者にステータス向上効果を付与する,"Grants the user the
specified status effect.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,62
0,,使用者にステータス向上効果を付与する,"Grants the user the
specified status effect.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,63
0,,使用者にステータス向上効果を付与する,"Grants the user the
specified status effect.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,64
0,,使用者にステータス向上効果を付与する,"Grants the user the
specified status effect.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,65
0,,使用者にステータス向上効果を付与する,"Grants the user the
specified status effect.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,66
0,,使用者にステータス向上効果を付与する,"Grants the user the
specified status effect.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,67
0,,"投げつけた対象にダメージと
状態異常【水濡れ】を与える","Throw this to cause damage on impact.
Causes the ""Drenched"" debilitation.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,68
0,,"投げつけた対象にダメージと
状態異常【油濡れ】を与える","Throw this to cause damage on impact.
Causes the ""Tarred"" debilitation.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,69
0,,"投げつけた対象にダメージと
状態異常【毒】を与える","Throw this to cause damage on impact.
Causes the ""Poison"" debilitation.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,70
0,,投げつけた対象にダメージを与える,Inflicts damage on the target when thrown.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,71
0,,投げつけた対象にダメージを与える,Inflicts damage on the target when thrown.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,72
0,,投げつけた対象にダメージを与える,Inflicts damage on the target when thrown.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,73
0,,"投げつけた対象にダメージと
状態異常【延焼】を与える","Throw this to cause damage on impact.
Causes the ""Caught Fire"" debilitation.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,74
0,,"投げつけた対象にダメージと
状態異常【延焼】を与える","Throw this to cause damage on impact.
Causes the ""Caught Fire"" debilitation.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,75
0,,"鉱脈から素材アイテムを採掘するために必要
一定確率で消耗する","Used to harvest materials from ore veins.
Has a chance to break upon use.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,76
0,,"倒木から素材アイテムを採取するために必要
一定確率で消耗する","Used to harvest materials from fallen logs.
Has a chance to break upon use.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,77
0,,"鍵付き宝箱を解錠するために必要
一定確率で消耗する","Used to open locked treasure chests.
Has a chance to break upon use.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,78
0,,"鉱脈から素材アイテムを採掘するために必要
一定確率で消耗する","Used to harvest materials from ore veins.
Has a chance to break upon use.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,79
0,,"倒木から素材アイテムを採取するために必要
一定確率で消耗する","Used to harvest materials from fallen logs.
Has a chance to break upon use.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,80
0,,"鍵付き宝箱を解錠するために必要
一定確率で消耗する","Used to open locked treasure chests.
Has a chance to break upon use.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,81
0,,"ハーブ類をふんだんに使ったサラダ
食べると様々な良い効果がある","Salad abundant with herbs.
Eating has various beneficial effects.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,82
0,,"肉を使った精力満点の料理
食べると様々な良い効果がある","A dish full of vigor using meat.
Eating has various beneficial effects.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,83
0,,"薬代わりにもなる栄養価の高い飲み物
様々な良い効果がある","A nutritious beverage that can also serve as a
substitute for medicine, with high nutritional
value. It has various beneficial effects.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,84
0,,"ハーブ類をふんだんに使ったサラダ
食べると様々な良い効果がある","Salad abundant with herbs.
Eating has various beneficial effects.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,85
0,,"キノコをメインに使った料理
食べると様々な良い効果がある","A dish using mushrooms as the main ingredient
Bestows various buffs upon eating",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,86
0,,"肉を使った精力満点の料理
食べると様々な良い効果がある","A dish full of vigor using meat.
Eating has various beneficial effects.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,87
0,,"薬代わりにもなる栄養価の高い飲み物
様々な良い効果がある","A nutritious beverage that can also serve as a
substitute for medicine, with high nutritional
value. It has various beneficial effects.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,88
0,,"ハーブ類をふんだんに使ったサラダ
食べると様々な良い効果がある","Salad abundant with herbs.
Eating has various beneficial effects.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,89
0,,"キノコをメインに使った料理
食べると様々な良い効果がある","A dish using mushrooms as the main ingredient
Bestows various buffs upon eating",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,90
0,,"肉を使った精力満点の料理
食べると様々な良い効果がある","A dish full of vigor using meat.
Eating has various beneficial effects.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,91
0,,"薬代わりにもなる栄養価の高い飲み物
様々な良い効果がある","A nutritious beverage that can also serve as a
substitute for medicine, with high nutritional
value. It has various beneficial effects.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,92
0,,"ハーブ類をふんだんに使ったサラダ
食べると様々な良い効果がある","Salad abundant with herbs.
Eating has various beneficial effects.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,93
0,,"キノコをメインに使った料理
食べると様々な良い効果がある","A dish using mushrooms as the main ingredient
Bestows various buffs upon eating",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,94
0,,"肉を使った精力満点の料理
食べると様々な良い効果がある","A dish full of vigor using meat.
Eating has various beneficial effects.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,95
0,,"薬代わりにもなる栄養価の高い飲み物
様々な良い効果がある","A nutritious beverage that can also serve as a
substitute for medicine, with high nutritional
value. It has various beneficial effects.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,96
0,,"ハーブ類をふんだんに使ったサラダ
食べると様々な良い効果がある","Salad abundant with herbs.
Eating has various beneficial effects.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,97
0,,"キノコをメインに使った料理
食べると様々な良い効果がある","A dish using mushrooms as the main ingredient
Bestows various buffs upon eating",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,98
0,,"肉を使った精力満点の料理
食べると様々な良い効果がある","A dish full of vigor using meat.
Eating has various beneficial effects.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,99
0,,"薬代わりにもなる栄養価の高い飲み物
様々な良い効果がある","A nutritious beverage that can also serve as a
substitute for medicine, with high nutritional
value. It has various beneficial effects.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,100
0,,"キノザ鉱泉《癒しの泉》に入るための鍵
リーズナブルで庶民に人気","Key to Enter Kinoza Mineral Springs ""Spring of
Healing""
Affordable and popular among the common folk.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,101
0,,"キノザ鉱泉《活力の泉》に入るための鍵
リゾート気分を味わいたい時におすすめ","Key to Enter Kinoza Mineral Springs ""Spring of
Vitality"".
Recommended for when you want to experience a
resort-like atmosphere.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,102
0,,"キノザ鉱泉《豊穣の泉》に入るための鍵
セレブの社交場にもなっている","Key to Enter Kinoza Mineral Springs ""Spring of
Abundance"".
Also serves as a gathering place for the elite.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,103
0,,"一般的な鍵付き扉を解錠するための鍵
使用時に消費する","A key used to unlock a typical locked door.
Will be consumed upon use.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,104
0,,黄金石を取得できます,You can obtain Golden Gemstone.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,105
0,,各種パスポート・コースの効果を得られます,"You can receive all sorts of effects
from Passport Courses.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,106
0,,"《クラフトマスターポーン》のレンタルチケットです
リムストーンから対象ポーンを無料レンタルできます
<COL ffdc78>※ポーン詳細はリムストーンで確認ください</COL>","This is a Rental Ticket for ""Craft Master Pawn"".
You can rent the target Pawn for free from Rift
Crystals.
<COL ffdc78>*Please check the Pawn details at the
Rift Crystals.</COL>",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,107
0,,何らかの「素材」アイテムが入手できます,"You can obtain some ""material"" items.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,108
0,,何らかの「クレスト」アイテムが入手できます,"You can obtain some ""crest"" items.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,109
0,,何らかの「武器」アイテムが入手できます,"You can obtain some ""weapon"" items.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,110
0,,何らかの「防具」アイテムが入手できます,"You can obtain some ""armor"" items.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,111
0,,何らかの「ジュエリー」アイテムが入手できます,"You can obtain some ""jewelry"" items.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,112
0,,シルバーチケットを取得できます,You can obtain Silver Ticket.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,113
0,,グランドミッションコースを取得できます,You can obtain Grand Mission Course.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,114
0,,ネットカフェ特典を取得できます,You can obtain Net Cafe Privilege.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,115
0,,JPリセット通貨用テストアイテム,Test item for JP reset currency.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,116
0,,CPリセット通貨用テストアイテム,Test item for CP reset currency.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,117
0,,使用者の状態異常を解消する,"Cures the user of the specified
status debilitations.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,118
0,,使用者にステータス向上効果を付与する,"Grants the user the
specified status effect.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,119
0,,使用者にステータス向上効果を付与する,"Grants the user the
specified status effect.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,120
0,,ハイデル平原のAPを取得できます,"You can obtain
Hidell Plains AP.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,121
0,,ブリア海岸のAPを取得できます,"You can obtain
Breya Coast AP.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,122
0,,ミスリウ森林のAPを取得できます,"You can obtain
Mysree Forest AP.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,123
0,,ボルド鉱山のAPを取得できます,"You can obtain
Volden Mines AP.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,124
0,,ダウ渓谷のAPを取得できます,"You can obtain
Dowe Valley AP.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,125
0,,ミスリウ森林深部のAPを取得できます,"You can obtain
Mysree Grove AP.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,126
0,,ディナン深層林のAPを取得できます,"You can obtain
Deenan Woods AP.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,127
0,,バートランド平原のAPを取得できます,"You can obtain
Betland Plains AP.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,128
0,,バートランド平原北部のAPを取得できます,"You can obtain
Northern Betland Plains AP.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,129
0,,ザンドラ禁域のAPを取得できます,"You can obtain
Zandora Wastelands AP.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,130
0,,ザンドラ東部のAPを取得できます,"You can obtain
Eastern Zandora AP.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,131
0,,亡都メルゴダのAPを取得できます,"You can obtain
Mergoda Ruins AP.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,132
0,,魔赤島のAPを取得できます,"You can obtain
Bloodbane Isle AP.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,133
0,,エラン水林のAPを取得できます,"You can obtain
Elan Water Grove AP.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,134
0,,ファーラナ平原のAPを取得できます,"You can obtain
Farana Plains AP.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,135
0,,モロー樹林のAPを取得できます,"You can obtain
Morrow Forest AP.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,136
0,,キンガル峡谷のAPを取得できます,"You can obtain
Kingal Canyon AP.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,137
0,,ラスニテ山麓のAPを取得できます,"You can obtain
Rathnite Foothills AP.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,138
0,,フェルヤナ荒原のAPを取得できます,"You can obtain
Feryana Wilderness AP.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,139
0,,メガドシス高地のAPを取得できます,"You can obtain
Megadosys Plateau AP.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,140
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,141
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,142
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,143
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,144
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,145
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,146
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,147
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,148
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,149
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,150
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,151
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,152
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,153
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,154
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,155
0,,,,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,156
0,,使用者の体力を回復する,Recovers a portion of the user's health.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,157
0,,使用者のスタミナを回復する,Recovers a portion of the user's stamina.,ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,158
0,,"使用者にステータス向上効果を付与する
（効果持続時間　約30分）","Grants the user the specified Status Effects.
(Duration: Approximately 30 minutes)",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,159
0,,"使用者にステータス向上効果を付与する
（効果持続時間　約30分）","Grants the user the specified Status Effects.
(Duration: Approximately 30 minutes)",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,160
0,,"使用者にステータス向上効果を付与する
（効果持続時間　約5分）","Grants the user the specified Status Effects.
(Duration: Approximately 5 minutes)",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,161
0,,"肉を使った精力満点の料理
食べると様々な良い効果がある","A dish full of vigor using meat.
Eating has various beneficial effects.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,162
0,,"薬代わりにもなる栄養価の高い飲み物
様々な良い効果がある","A nutritious beverage that can also serve as a
substitute for medicine, with high nutritional
value. It has various beneficial effects.",ui\00_message\common\item_info.gmd,\ui\item_info.arc,item_info.arc,163
