#Index,Key,MsgJp,MsgEn,GmdPath,ArcPath,ArcName,ReadIndex
0,TUTORIAL_STEP_747,"黒呪の迷宮で手に入れたアイテムは
リュカに話しかけ、<COL ffdc78>＜黒呪アイテムの持ち帰り＞</COL>から
選択することでレスタニアに持ち帰ることができます
その際、<COL ffdc78>《金竜の印》や《黄金石》を消費します</COL>

　※持ち帰ることにしたアイテムは
　　黒呪の迷宮では使用できなくなります

黒呪の迷宮を探索して、様々なアイテムを
レスタニアに持ち帰りましょう！","Items found inside the Bitterblack Maze
can be brought back to Lestania by talking to
Lyka and selecting ""Bitterblack Item Takeaway"".
<COL ffdc78>This will consume either ""Gold Dragon Marks"" or
""Gold Gemstones"".</COL>

　※Items brought back from Bitterblack Maze
　　will not be able to be used inside.

Explore Bitterblack Maze and bring back
all kinds of items!",ui\00_message\tutorial_guide\steps\tutorial_guide_step402.gmd,\tguide\tutorial_guide_402.arc,tutorial_guide_402.arc,0
0,TUTORIAL_STEP_748,"黒呪の迷宮は、最深部まで到達しても
進行をリセットすることで
ふたたび探索できるようになります

リセットを行うと
<COL ffdc78>その際に所持しているアイテムは破棄されるため</COL>
必要なアイテムは《黒呪アイテムの持ち帰り》から
レスタニアに持ち帰りましょう","Even when you reach the end of Bitterblack
Maze you can reset your progress and
explore again.

When you reset <COL ffdc78>your items are lost</COL>, so
bring important items back through
""Bitterblack Item Takeaway"".",ui\00_message\tutorial_guide\steps\tutorial_guide_step403.gmd,\tguide\tutorial_guide_403.arc,tutorial_guide_403.arc,0
1,TUTORIAL_STEP_792,"リセットには下記の２種類があります

<COL ffdc78>①《進行のリセット》</COL>
　レベル１の状態に戻り、最初から遊べますが
　宝箱などの報酬はリセットされません
　他のプレイヤーと最初から遊ぶ場合に活用します

<COL ffdc78>②《進行と報酬のリセット》</COL>
　特別な宝箱やクリア報酬を再び入手可能です
　黒呪の迷宮を再周回するために必ず必要となります","There are two different types of resets:
	
<COL ffdc78>①""Reset Progress""</COL>
　Return to level 1 and play again from the
　start. Chests and rewards are not reset.
　Use when you want to play with other players
　from the start.

<COL ffdc78>②""Reset Rewards and Progress""</COL>
　Chests and rewards are available again.
　Necessary to explore Bitterblack Maze again.",ui\00_message\tutorial_guide\steps\tutorial_guide_step403.gmd,\tguide\tutorial_guide_403.arc,tutorial_guide_403.arc,1
0,TUTORIAL_STEP_749,"<COL ffdc78>《冒険ガイド》</COL>は
レスタニア大陸を旅する覚者たちに
今できることを教えてくれるガイドです

クエスト内容によって項目分けされているので
目的に合ったクエストを見つけて挑戦しましょう！",,ui\00_message\tutorial_guide\steps\tutorial_guide_step404.gmd,\tguide\tutorial_guide_404.arc,tutorial_guide_404.arc,0
1,TUTORIAL_STEP_750,"冒険ガイドは
【<KC UI_GAME_MENU>】ゲームメニュー《クエスト》の
<COL ffdc78>《冒険ガイド》</COL>からいつでも確認できます

また白竜神殿のアイザックからも
確認することができます",,ui\00_message\tutorial_guide\steps\tutorial_guide_step404.gmd,\tguide\tutorial_guide_404.arc,tutorial_guide_404.arc,1
2,TUTORIAL_STEP_751,"表示される項目には以下のようなものがあります

<COL ffdc78>《メインクエスト》</COL>
現在の進行に応じた、メインクエストの紹介

<COL ffdc78>《レベル上げミッション》/《レベル上げクエスト》</COL>
ジョブに応じた、レベル上げ方法の紹介

<COL ffdc78>《冒険に役立つクエスト》</COL>
施設や機能が解放されるクエストの紹介",,ui\00_message\tutorial_guide\steps\tutorial_guide_step404.gmd,\tguide\tutorial_guide_404.arc,tutorial_guide_404.arc,2
3,TUTORIAL_STEP_789,"<COL ffdc78>《コラボ/シーズナルクエスト》</COL>
現在、開催されているイベント系クエストの紹介

<COL ffdc78>《エリア試練/エリアミッション》</COL>
現在受注可能な、エリア試練とエリアミッションの紹介",,ui\00_message\tutorial_guide\steps\tutorial_guide_step404.gmd,\tguide\tutorial_guide_404.arc,tutorial_guide_404.arc,3
4,TUTORIAL_STEP_784,"《レベル上げミッション》は
冒険ガイドから<COL ffdc78>《参加する》</COL>を選ぶことで
受注することが可能です

その他クエストに関しては
冒険ガイドから<COL ffdc78>《ナビゲート設定》</COL>を選ぶことで
クエスト受注までの距離や受注できる場所が
明確に分かるようになります

※ワイルドハントは《ナビゲート設定》ができません
　《地図で確認》は受注することで可能になります",,ui\00_message\tutorial_guide\steps\tutorial_guide_step404.gmd,\tguide\tutorial_guide_404.arc,tutorial_guide_404.arc,4
0,TUTORIAL_STEP_752,"<COL ffdc78>《霧の森の死闘》</COL>は
最大８人のパーティーを結成して
悪しき竜軍に占領された霧の森を
進攻するウォーミッションです

各征圧エリアを奪還すると自軍の旗が設置されますが
敵の攻撃で壊されてしまうこともあります

奪還したエリアが敵軍に攻め込まれないよう
ミニマップを参考に、常に気を配りましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step405.gmd,\tguide\tutorial_guide_405.arc,tutorial_guide_405.arc,0
1,TUTORIAL_STEP_754,"ミッションの途中には
悪しき竜軍によって繰り出される
<COL ffdc78>襲撃イベント</COL>が発生します

自軍旗への集中攻撃や、強大な敵の出現など
様々な作戦をもって覚者の進攻を阻んできます

全ての困難に打ち勝ち
最奥エリアの征圧を目指しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step405.gmd,\tguide\tutorial_guide_405.arc,tutorial_guide_405.arc,1
2,TUTORIAL_STEP_775,"エリアの征圧や襲撃イベントの結果に応じて
覚者のパラメーターに変化が起きることがあります

変化したパラメータは
アナウンスやチャットログで確認でき
ミッションが終了すると同時に効果は無くなります

より良い性能アップを目指しながら
ミッションを進めましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step405.gmd,\tguide\tutorial_guide_405.arc,tutorial_guide_405.arc,2
0,TUTORIAL_STEP_753,"<COL ffdc78>《暗晦の炎　限界域》</COL>は
最大４人のパーティーで
《<AREA 20>》に現れたイフリートと戦う
エクストリームミッションです

強大になったイフリートが住まう<SPOT 1102>は
常に火球が飛び交う危険地帯と化しています

いついかなる時も周囲への注意を怠らず
時間内のイフリート討伐を目指しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step406.gmd,\tguide\tutorial_guide_406.arc,tutorial_guide_406.arc,0
0,TUTORIAL_STEP_755,"ダンジョンの中には
<COL ffdc78>《特定の条件で壊れる壁》</COL>があります

壁の向こう側には隠された道や
希少な素材が入った宝箱などがあるので
見つけた際には積極的に破壊しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step407.gmd,\tguide\tutorial_guide_407.arc,tutorial_guide_407.arc,0
1,TUTORIAL_STEP_756,"<COL ffdc78>＜爆発で破壊できる壁＞</COL>
ダンジョン内には覚者が持つことが可能な
爆発する樽が置かれていることがあります
その樽を投げつけて爆発させることで
壁を破壊できます

<COL ffdc78>＜大型モンスターの攻撃で破壊できる壁＞</COL>
アッカーシェラン大陸にある壁の中には
大型モンスターにのみ破壊可能な壁も存在しています
上手く大型モンスターの攻撃を誘発して
破壊しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step407.gmd,\tguide\tutorial_guide_407.arc,tutorial_guide_407.arc,1
2,TUTORIAL_STEP_757,"<COL ffdc78>＜回復で破壊できる壁＞</COL>
ヒールオーラなど回復効果があるスキルが当たると
緑色で文字が浮かびあがる壁があります

※回復効果のあるスキルを一定時間接触させると
　簡単に破壊することができますが
　通常スキルでも時間をかければ破壊できます",,ui\00_message\tutorial_guide\steps\tutorial_guide_step407.gmd,\tguide\tutorial_guide_407.arc,tutorial_guide_407.arc,2
0,TUTORIAL_STEP_758,"<COL 78f5ff>パートナーポーンが新しい行動を覚えました！</COL>

①フィールド探索中に珍しい宝箱や採取ポイントを
　発見するようになりました

②<COL ffdc78>パートナーポーンと一緒に修練目標を討伐すると
　いつもより修練が早く進みます</COL>

③近くの敵の弱点属性や、修練目標であるかを
　声掛けで教えてくれるようになりました",,ui\00_message\tutorial_guide\steps\tutorial_guide_step409.gmd,\tguide\tutorial_guide_409.arc,tutorial_guide_409.arc,0
0,TUTORIAL_STEP_760,"メフィスからの様々な依頼をこなしていくと
<COL ffdc78>使命の達成度</COL>が上がっていきます

達成度が最大になると、使命クリアとなります

またその過程で<COL ffdc78>新たなクエスト</COL>が
出現することもあります",,ui\00_message\tutorial_guide\steps\tutorial_guide_step410.gmd,\tguide\tutorial_guide_410.arc,tutorial_guide_410.arc,0
0,TUTORIAL_STEP_761,"《尋問》とは、特定のNPCと対話しながら
情報を引き出していく任務のことです

<COL ffdc78>1度の尋問では全てを解き明かすことはできません
《潜入調査》や《諜報活動》も進めながら
何度もクエストを繰り返し
使命の達成度を上げていきましょう</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step411.gmd,\tguide\tutorial_guide_411.arc,tutorial_guide_411.arc,0
1,TUTORIAL_STEP_777,"＜《証拠》について＞

尋問は、《証拠》という専用アイテムを突きつけて
尋問対象を追い詰めていくことで進行します

証拠は、《諜報活動》内で入手することができ
手に入れた証拠はサブストーリーログから
確認することができます",,ui\00_message\tutorial_guide\steps\tutorial_guide_step411.gmd,\tguide\tutorial_guide_411.arc,tutorial_guide_411.arc,1
2,TUTORIAL_STEP_785,"＜《尋問ゲージ》について＞

以下の行動を行うと
《尋問ゲージ》が一定量減少します
　・突きつける《証拠》の選択ミス
　・質問に対する回答の選択ミス
　・《脅す》を選択する

<COL ffdc78>尋問ゲージが全て無くなると
その日の尋問は終了となるので注意しましょう</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step411.gmd,\tguide\tutorial_guide_411.arc,tutorial_guide_411.arc,2
0,TUTORIAL_STEP_762,"《潜入調査》とは、<NPC 681>侯爵の懐に潜り込み
尋問時に利用できる情報や、侯爵の言動を
探っていく任務のことです

<COL ffdc78>※任務中は、リム転移の使用ができません
　リム転移で別の場所へ移動すると
　任務範囲外となり、クエスト失敗になります</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step412.gmd,\tguide\tutorial_guide_412.arc,tutorial_guide_412.arc,0
1,TUTORIAL_STEP_771,"また、この任務中に取った行動は
《諜報活動》に影響を及ぼすことがあります

<COL ffdc78>アナウンスが表示されたら
チャットログに注目しましょう</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step412.gmd,\tguide\tutorial_guide_412.arc,tutorial_guide_412.arc,1
0,TUTORIAL_STEP_763,"《諜報活動》とは、メガドの街を自由に探索し
尋問に使用するための《証拠》を集める任務です

<COL ffdc78>※諜報活動中は、リム転移の使用ができません
　リム転移で別の場所へ移動すると
　諜報任務範囲外となり、任務終了になります</COL>

また、同行するメフィスに話しかけることで
いつでも任務を終了し、帰還することができます",,ui\00_message\tutorial_guide\steps\tutorial_guide_step413.gmd,\tguide\tutorial_guide_413.arc,tutorial_guide_413.arc,0
1,TUTORIAL_STEP_776,"<COL ffdc78>また、1度の《諜報活動》では
全ての証拠を入手することはできません</COL>

探索できそうな場所が無くなったら
帰還し、他の任務を進めてみるのも良いでしょう

<COL ffdc78>《尋問》や《潜入調査》も進めながら
何度もクエストを繰り返していくことで
《証拠》を集めて行きましょう</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step413.gmd,\tguide\tutorial_guide_413.arc,tutorial_guide_413.arc,1
2,TUTORIAL_STEP_787,"＜メフィスの呟きについて＞

諜報活動では、メガドの調査を
自由に進めていくことができますが
進展があった場合には
メフィスが ""調査を進めるためのヒント"" を
呟くことがあります

調査に進展があり、アナウンスが発生したときは
チャットログに注目しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step413.gmd,\tguide\tutorial_guide_413.arc,tutorial_guide_413.arc,2
0,TUTORIAL_STEP_764,"＜《証拠》入手イベントについて＞

諜報活動中、マップ上にマーカーがある場所では
様々なイベントが発生します

また、他の任務を進めることで
新たな変化が起きることもあります",,ui\00_message\tutorial_guide\steps\tutorial_guide_step414.gmd,\tguide\tutorial_guide_414.arc,tutorial_guide_414.arc,0
1,TUTORIAL_STEP_781,"＜イベント：盗み聞きについて＞

夜のメガドの路地では、住人たちが
ヒソヒソと内緒話をしていることがあります

彼らに近づくと、盗み聞きすることができますが
近付きすぎると気付かれて、警戒されてしまうので
<COL ffdc78>上手く隠れながら情報を盗み聞きしましょう</COL>

また、盗み聞きする時は
<COL ffdc78>チャットログ</COL>に注目しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step414.gmd,\tguide\tutorial_guide_414.arc,tutorial_guide_414.arc,1
0,TUTORIAL_STEP_765,"王都メガドでのサブストーリーは
以下の3つのパートで構成されており
それぞれの任務成果が相互に影響します

①尋問
②潜入調査
③諜報活動

これらの任務を繰り返し、暗躍者メフィスと共に
王都に潜む闇に迫っていきましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step415.gmd,\tguide\tutorial_guide_415.arc,tutorial_guide_415.arc,0
1,TUTORIAL_STEP_768,"<COL ffdc78>※注意

このサブストーリー内では
リム転移を使用することができません

リム転移を使用した場合、
＜失敗になり進行が破棄される＞ または ＜強制クリア＞
となるので注意してください</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step415.gmd,\tguide\tutorial_guide_415.arc,tutorial_guide_415.arc,1
2,TUTORIAL_STEP_769,"<COL ffdc78>《尋問》</COL>について

尋問とは、メフィスと共に
情報を握った人物と対話することで
核心に迫る情報を引き出していく任務です

尋問には<COL ffdc78>《証拠》</COL>を必要とし、
また証拠は<COL ffdc78>《諜報活動》</COL>の中で入手できます

<COL ffdc78>尋問の成果により
《諜報活動》の内容に変化が起きることもあります</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step415.gmd,\tguide\tutorial_guide_415.arc,tutorial_guide_415.arc,2
3,TUTORIAL_STEP_770,"<COL ffdc78>《潜入調査》</COL>について

潜入調査とは、<NPC 681>侯爵の元で
頼まれた任務をこなしながら
<NPC 681>侯爵の行動や、尋問に使える情報を
収集する任務です

<COL ffdc78>潜入調査の成果により
《諜報活動》の内容に変化が起きることもあります</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step415.gmd,\tguide\tutorial_guide_415.arc,tutorial_guide_415.arc,3
4,TUTORIAL_STEP_779,"<COL ffdc78>《諜報活動》</COL>について

諜報活動とは、
夜のメガドをメフィスと共に自由に調査し
尋問に使用する<COL ffdc78>《証拠》</COL>を集める任務です

<COL ffdc78>この任務に限り
同行するメフィスに話しかけることで
いつでも終了することが可能です
</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step415.gmd,\tguide\tutorial_guide_415.arc,tutorial_guide_415.arc,4
0,TUTORIAL_STEP_766,"＜仲間について＞

《証拠》を入手した際に、関わった人物が
""レジスタンス""の仲間に加わることがあります

加入した仲間は、諜報活動中に
証拠イベントのヒントを持って現れたり
戦闘に参加してくれることもあります

仲間に誘えるタイミングが来たら
積極的に誘ってみましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step416.gmd,\tguide\tutorial_guide_416.arc,tutorial_guide_416.arc,0
1,TUTORIAL_STEP_797,"※仲間に誘えるタイミングは
　人物につき1回のみです

　タイミングを逃すと、もうその人物を
　誘うことはできなくなるので注意しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step416.gmd,\tguide\tutorial_guide_416.arc,tutorial_guide_416.arc,1
0,TUTORIAL_STEP_774,"<COL ffdc78>《蘇りし絶望の炎》</COL>は
最大８人のパーティーを結成して
悪しき竜が再び姿をあらわした火垂れ山で戦う
ウォーミッションです

幾度となく復活する悪しき竜を追い詰め
完全討伐を目指しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step417.gmd,\tguide\tutorial_guide_417.arc,tutorial_guide_417.arc,0
0,TUTORIAL_STEP_778,"一部の石碑の試練をクリアすると
<COL ffdc78>《英霊の加護》</COL>が得られ、一時的に
プレイヤーキャラクターの能力を
強化することが可能です

強化内容は各種ステータスアップや
耐性アップなどがあり、提示された選択肢の中から
１つを自由に選べます

<COL ffdc78>※エピタフロード内でのみ有効な強化です
　別のエリアに移動するとリセットされます</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step418.gmd,\tguide\tutorial_guide_418.arc,tutorial_guide_418.arc,0
0,TUTORIAL_STEP_790,"<COL ffdc78>《火炎体の敵》</COL>は
死して体を失ってなお、炎を纏って徘徊する
実体のない敵です

常に体から炎が発生しているため
長く近付いていると延焼状態となってしまう
厄介な相手と言えます",,ui\00_message\tutorial_guide\steps\tutorial_guide_step419.gmd,\tguide\tutorial_guide_419.arc,tutorial_guide_419.arc,0
1,TUTORIAL_STEP_791,"一部の火炎体の敵には
<COL ffdc78>癒し効果を持つスキルを接触</COL>させたり
<COL ffdc78>エレメントアーチャーの助真の魔眼で捕捉</COL>すると
体から発する炎を封じ込め、<COL ffdc78>《鎮火状態》</COL>に
することができます

鎮火状態では近付いていても延焼にかからなくなります
また、与えるダメージ量が増えるほか
敵が体勢を崩しやすくなるメリットもあるため
ヒーラーは積極的に鎮火状態にできるよう
立ち回りましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step419.gmd,\tguide\tutorial_guide_419.arc,tutorial_guide_419.arc,1
0,TUTORIAL_STEP_35,"<COL 78f5ff>《ワールドクエスト》が解放されました！</COL>

<COL ffdc78>《ワールドクエスト》</COL>は、日々レスタニアを
探索することで見つけられるクエストです
ＮＰＣからの依頼、突発的な戦闘などさまざまです
推奨レベルは受ける前に確認すると良いでしょう

<COL ffdc78>ワールドクエスト指定の討伐対象敵は
ミニマップに青の丸で示されます</COL>","<COL 78f5ff>""World Quests"" are available!</COL>
<COL ffdc78>""World Quests""</COL> are unique to each area,
they can be obtained from ""Lestania News"", talking to NPCs or
Encountering an enemy in the field.
Be sure to check the recommended level!      

<COL ffdc78>The target enemy of the ""World Quest"" appears
on your Mini Map as a blue circle.",ui\00_message\tutorial_guide\steps\tutorial_guide_step42.gmd,\tguide\tutorial_guide_42.arc,tutorial_guide_42.arc,0
1,TUTORIAL_STEP_300,"各地で起こっているワールドクエストとその報酬は
<COL ffdc78>《レスタニアニュース》</COL>でいつでも確認できます

また、各拠点の<COL ffdc78>《エリアマスター》が持つ
《ワールドクエスト情報》</COL>では、発生場所や討伐敵
などの詳細情報が得られます

もう一つのポイントは
<COL ffdc78>《公開クエスト》か《未公開クエスト》</COL>によって
報酬や遊び方が異なることです","""World Quests"" and their rewards can be checked at any
time by checking <COL ffdc78>""Lestania News"".</COL>

Also, each <COL ffdc78>""Area Master"" has ""World Quest information"".</COL>
You can get detailed information of what the enemy is or where it appears.

Also note that <COL ffdc78>""Public quests"" and ""Hidden Quests""</COL>
have different rewards and objectives.",ui\00_message\tutorial_guide\steps\tutorial_guide_step42.gmd,\tguide\tutorial_guide_42.arc,tutorial_guide_42.arc,1
2,TUTORIAL_STEP_36,"＜公開クエスト＞：通常報酬
　…全てのプレイヤーに発生場所や報酬、敵などが
　　公開されているクエストです

＜未公開クエスト＞：ボーナス報酬追加
　…自力で探索し見つけ出すか、エリアマスターに
　　情報料を払う必要があるクエストです
　<COL ffdc78>クリア時１度のみ、未公開ボーナス報酬が付きます</COL>","""Public Quests"": gives normal rewards.
The location of the enemy and the quest rewards
can be seen by all players.

""Hidden Quests"": gives bonus rewards.
You need to search for yourself how to complete it,
you can also pay the ""Area Master"" for hints.
<COL ffdc78>Know that you can only get the bonus rewards once.</COL>",ui\00_message\tutorial_guide\steps\tutorial_guide_step42.gmd,\tguide\tutorial_guide_42.arc,tutorial_guide_42.arc,2
0,TUTORIAL_STEP_795,"<COL 78f5ff>絶望の大陸 第四節：「竜を継ぐ者」到達！</COL>

　""母との絆を信じ、一人ひた走る王子
　 しかしその先に待っていたのは
　 破壊こそを悦楽とする造竜だった

　 戦いの果て、火の竜力は正しき在り処へと還り
　 アッカーシェランは新たな歴史を
　 刻み始める

　 一方、白竜神殿では一つの決断が下された""",,ui\00_message\tutorial_guide\steps\tutorial_guide_step420.gmd,\tguide\tutorial_guide_420.arc,tutorial_guide_420.arc,0
1,TUTORIAL_STEP_803,"悪しき竜を滅ぼし王家を助け
あなたはアッカーシェラン王国という
一つの国と、そこに芽生えた希望を
守り通しました

その様を見ていた白竜は、あなたを
次代の竜と指名します

今後の戦いはさらに熾烈を極めるものとなるでしょう
自らの装備や戦技、そして旅を支える戦徒たちの
より一層の強化に励みましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step420.gmd,\tguide\tutorial_guide_420.arc,tutorial_guide_420.arc,1
0,TUTORIAL_STEP_801,"ボルトアイなどが使用する特殊な攻撃
の一つとして、接触すると対象に付着し
一定時間後にダメージを受けるなどの
デメリットを受ける攻撃があります

<COL ffdc78>このようなデメリットを受けてしまった場合
味方から攻撃を受けることで救済してもらえます</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step422.gmd,\tguide\tutorial_guide_422.arc,tutorial_guide_422.arc,0
1,TUTORIAL_STEP_802,"<COL ffdc78>救済が可能な仲間の頭上には
特殊なアイコンが表示されます</COL>

被害を最小限に抑えるために
救済行動を行いやすい立ち回りを意識しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step422.gmd,\tguide\tutorial_guide_422.arc,tutorial_guide_422.arc,1
0,TUTORIAL_STEP_806,"<COL 78f5ff>黒呪の迷宮に新たな入り口＜深淵＞が追加されました</COL>

<COL ffdc78>船着場から西へ進むと
案内人リュシアンが深淵への入り口の前で待っています</COL>

深淵は全4階層からなる、難易度の高いルートです
クリアを目指して頑張りましょう！",,ui\00_message\tutorial_guide\steps\tutorial_guide_step425.gmd,\tguide\tutorial_guide_425.arc,tutorial_guide_425.arc,0
1,TUTORIAL_STEP_807,"深淵では、
新しい効果の付与される黒呪装具や、
その黒呪装具を交換できる
<COL 78f5ff>《最果てのディードボックス》</COL>を入手できます

最果てのディードボックスは
黒呪の迷宮 案内人に渡すことで
黒呪装具との交換が可能です
",,ui\00_message\tutorial_guide\steps\tutorial_guide_step425.gmd,\tguide\tutorial_guide_425.arc,tutorial_guide_425.arc,1
0,TUTORIAL_STEP_808,"過去に挑んだことがあるダンジョンに
滅びの渦が現れ、様々な<COL ffdc78>""異変""</COL>が発生しています

ダンジョン内の""異変""を調査し、
元凶となる<COL 78f5ff>《暗黒の大竜晶》</COL>を
見つけ出して破壊することが目的のコンテンツです",,ui\00_message\tutorial_guide\steps\tutorial_guide_step426.gmd,\tguide\tutorial_guide_426.arc,tutorial_guide_426.arc,0
1,TUTORIAL_STEP_809,"＜報酬について＞

多くの異変を調査・解決することで
強力なドラゴンアビリティが付与された
防具を入手できます

ドラゴンアビリティは、闇の眷属である
強大な敵への重要な対抗策です",,ui\00_message\tutorial_guide\steps\tutorial_guide_step426.gmd,\tguide\tutorial_guide_426.arc,tutorial_guide_426.arc,1
2,TUTORIAL_STEP_856,"暗黒の大竜晶破壊戦については
チュートリアルガイドのカテゴリ
<COL ffdc78>＜暗黒の大竜晶破壊戦＞</COL>にまとまっています

プレイしていて分からないことや
気になることがあった時は
まずチュートリアルガイドを確認してみましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step426.gmd,\tguide\tutorial_guide_426.arc,tutorial_guide_426.arc,2
0,TUTORIAL_STEP_810,"暗黒の大竜晶破壊戦では様々な<COL 78f5ff>《異変》</COL>が発生します
その異変を調査・解決することがミッションとなります

ミッションには大きく分けて5種類あります

　<COL ffdc78>・異変を起こしている敵を討伐するミッション
　・闇に呑まれ変異した敵を討伐するミッション
　・《暗黒の竜晶》を破壊するミッション
　・《祝福の結晶》を防衛するミッション
　・《祝福の結晶》を修復するミッション
　　（※パーティープレイ時専用）</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step427.gmd,\tguide\tutorial_guide_427.arc,tutorial_guide_427.arc,0
1,TUTORIAL_STEP_811,"＜異変を起こしている敵を討伐するミッション＞
複数の敵がランダムで出現します
すべての敵を討伐することでミッションクリアです


＜闇に呑まれ変異した敵を討伐するミッション＞
闇の力に呑まれ<COL ffdc78>強力になった敵</COL>が出現します
難易度の高いミッションですが、達成すると
<COL ffdc78>特別な報酬を追加で入手</COL>できます",,ui\00_message\tutorial_guide\steps\tutorial_guide_step427.gmd,\tguide\tutorial_guide_427.arc,tutorial_guide_427.arc,1
2,TUTORIAL_STEP_812,"＜暗黒の竜晶を破壊するミッション＞
ステージ上に、<COL 78f5ff>《暗黒の竜晶》</COL>が出現します
周囲には竜晶の破壊を阻む敵が現れますが
仲間と協力し、ミッションクリアを目指しましょう

＜祝福の結晶を防衛するミッション＞
ステージ上に、<COL 78f5ff>《祝福の結晶》</COL>が出現します
周囲には結晶を破壊しようとする敵が現れるので
敵を迅速に討伐し、結晶を防衛しましょう",,ui\00_message\tutorial_guide\steps\tutorial_guide_step427.gmd,\tguide\tutorial_guide_427.arc,tutorial_guide_427.arc,2
3,TUTORIAL_STEP_862,"＜祝福の結晶を修復するミッション＞
ステージ上に
壊れてしまった<COL 78f5ff>《祝福の結晶》</COL>が出現します

<COL ffdc78>周囲に散らばっている《祝福の欠片》を掴み
壊れている祝福の結晶に向かって投げることで
結晶が修復されていきます</COL>

祝福の結晶が本来の姿を取り戻せば
ミッションクリアです",,ui\00_message\tutorial_guide\steps\tutorial_guide_step427.gmd,\tguide\tutorial_guide_427.arc,tutorial_guide_427.arc,3
4,TUTORIAL_STEP_813,"一定数以上のミッションを攻略することで
最終目的となる<COL 78f5ff>《暗黒の大竜晶》</COL>が
出現します

暗黒の大竜晶は敵を召喚するだけでなく
それ自体も強力な魔法を使用します

破壊には困難を伴うかもしれませんが
暗黒の大竜晶を破壊すると
<COL ffdc78>ダンジョンからの脱出ゲートが出現し
報酬を受け取ることが可能です</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step427.gmd,\tguide\tutorial_guide_427.arc,tutorial_guide_427.arc,4
0,TUTORIAL_STEP_870,"ミッションをクリアすることで、チェインが増加します
チェインは<COL 78f5ff>ミッションクリアごとに+1ずつ加算</COL>され
<COL 78f5ff>最大15チェインまで</COL>増加しますが、<COL ffdc78>覚者の死亡</COL>や
<COL ffdc78>ミッション失敗</COL>で減少します

また、一定チェインごとに報酬の宝箱が追加されます
<COL 78f5ff>宝箱の追加は5/10/15チェイン達成</COL>の時に発生し
高いチェイン達成時に追加される宝箱ほど
良い報酬が入っている確率が上がります",,ui\00_message\tutorial_guide\steps\tutorial_guide_step428.gmd,\tguide\tutorial_guide_428.arc,tutorial_guide_428.arc,0
1,TUTORIAL_STEP_871,"クリア時に得られる報酬は以下の通りです

<COL 78f5ff>《チェイン報酬》</COL>
5/10/15チェインで宝箱が1つずつ追加
<COL ffdc78>※一度追加された宝箱は
　チェイン数が減少しても消えることはありません</COL>

<COL 78f5ff>《特別報酬》</COL>
変異した敵を討伐するミッションをクリアで追加
<COL ffdc78>※報酬部屋に採取ポイントが追加されます
※クリア回数が多いほど報酬の中身も増えます</COL>",,ui\00_message\tutorial_guide\steps\tutorial_guide_step428.gmd,\tguide\tutorial_guide_428.arc,tutorial_guide_428.arc,1
2,TUTORIAL_STEP_872,"<COL 78f5ff>《デイリー報酬》</COL>
1日に1回だけアイテムを取得できる、
特別な宝箱が報酬部屋に出現します

<COL 78f5ff>《コンテンツクリア報酬》</COL>
拠点の保管ボックスから""報酬受け取り"" にて
受け取ることができます",,ui\00_message\tutorial_guide\steps\tutorial_guide_step428.gmd,\tguide\tutorial_guide_428.arc,tutorial_guide_428.arc,2
3,TUTORIAL_STEP_873,"ダンジョン内ではクリア報酬以外にも
貴重な素材や、探索に役立つアイテムが入手できる
<COL 78f5ff>《封印された宝箱》</COL>が登場します

<COL 78f5ff>《封印された宝箱≫</COL>は6チェイン、11チェイン達成時に
解放される特別な場所で入手することができます",,ui\00_message\tutorial_guide\steps\tutorial_guide_step428.gmd,\tguide\tutorial_guide_428.arc,tutorial_guide_428.arc,3
