448,STAGE_NAME_574,ジフール砦,Jifule Fortress,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,448,,Stage Names
449,STAGE_NAME_575,ラスニテ山麓　湖畔部,Rathnite Foothills Lakeside,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,449,,Stage Names
450,STAGE_NAME_576,ティネス砦　大食堂,Fort Thines: Great Dining Hall,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,450,,Stage Names
451,STAGE_NAME_578,ボーナスダンジョンロビー,Bonus Dungeon Lobby,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,451,,Stage Names
452,STAGE_NAME_579,フェルヤナ荒原 城下,Feryana Wilderness by Castle,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,452,,Stage Names
453,STAGE_NAME_580,城塞都市メガド クラフトルーム,Fortress City Megado: Workshop,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,453,,Stage Names
454,STAGE_NAME_581,黒示す王の間,Black King's Room,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,454,,Stage Names
455,STAGE_NAME_582,王家の墓,The Royal Family Mausoleum,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,455,,Stage Names
456,STAGE_NAME_583,悪しき竜のねぐら,Evil Dragon's Roost,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,456,,Stage Names
457,STAGE_NAME_584,エリ警備塔,Eli Guard Tower,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,457,,Stage Names
458,STAGE_NAME_585,展望城,Lookout Castle,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,458,,Stage Names
459,STAGE_NAME_586,隠匿の王間,The King's Hidden Chamber,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,459,,Stage Names
460,STAGE_NAME_587,魔界村地下墓地,Ghosts 'n Goblins Catacombs,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,460,,Stage Names
461,STAGE_NAME_588,悪しき竜のねぐら,Evil Dragon's Roost,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,461,,Stage Names
462,STAGE_NAME_589,メガドシス古道,Megadosys Old Road,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,462,,Stage Names
463,STAGE_NAME_590,メガドへの隠れ水路,Hidden Waterway to Megado,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,463,,Stage Names
464,STAGE_NAME_591,タリーエの小塔,Tarie Small Tower,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,464,,Stage Names
465,STAGE_NAME_592,聖遺の塔,Sage Tower Ruins,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,465,,Stage Names
466,STAGE_NAME_593,古テキア洞窟,Old Tekia Grotto,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,466,,Stage Names
467,STAGE_NAME_594,北の盗賊のアジト,Northern Bandit Hideout,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,467,,Stage Names
468,STAGE_NAME_595,火垂れ山野営地,Firefall Mountain Campsite,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,468,,Stage Names
469,STAGE_NAME_596,霧の森,Forest of Mist,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,469,,Stage Names
470,STAGE_NAME_597,静穏の隠れ洞,Quiet Concealed Cave,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,470,,Stage Names
471,STAGE_NAME_598,クルト侯爵邸,Marquise Kurt's residence,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,471,,Stage Names
472,STAGE_NAME_599,城塞都市メガド　居住層,Fortress City Megado: Residential Level,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,472,,Stage Names
473,STAGE_NAME_600,城塞都市メガド　居住層,Fortress City Megado: Residential Level,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,473,,Stage Names
474,STAGE_NAME_601,クルト侯爵邸,Marquise Kurt's residence,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,474,,Stage Names
475,STAGE_NAME_602,黒呪の迷宮：入り江,Bitterblack Maze Cove,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,475,,Stage Names
476,STAGE_NAME_603,黒呪の迷宮：凱旋者なき庭園,Bitterblack Maze: Garden of Ignominy,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,476,,Stage Names
477,STAGE_NAME_604,黒呪の迷宮：羨月楼,Bitterblack Maze: Duskmoon Tower,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,477,,Stage Names
478,STAGE_NAME_605,黒呪の迷宮：畏れの天蓋,Bitterblack Maze: Rotunda of Dread,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,478,,Stage Names
479,STAGE_NAME_606,イベントビューアー部屋,Event Viewer Room,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,479,,Stage Names
480,STAGE_NAME_607,王家の隠れ部屋 メガドシス高地,Royal's Hidden Chamber (Megadosys Plat.),ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,480,,Stage Names
481,STAGE_NAME_608,王家の隠れ部屋 ウルテカ山岳,Royal's Hidden Chamber (Urteca Mts.),ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,481,,Stage Names
482,STAGE_NAME_609,崩れた進入路,Crumbling Entrance Path,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,482,,Stage Names
483,STAGE_NAME_610,黒呪の迷宮：冥府１,Bitterblack Maze: Netherworld 1,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,483,,Stage Names
484,STAGE_NAME_611,黒呪の迷宮：冥府１,Bitterblack Maze: Netherworld 1,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,484,,Stage Names
485,STAGE_NAME_612,黒呪の迷宮：冥府１,Bitterblack Maze: Netherworld 1,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,485,,Stage Names
486,STAGE_NAME_613,悪しき竜のねぐら,Evil Dragon's Roost,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,486,,Stage Names
487,STAGE_NAME_614,黒呪の迷宮：冥府２,Bitterblack Maze: Netherworld 2,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,487,,Stage Names
488,STAGE_NAME_615,黒呪の迷宮：冥府２,Bitterblack Maze: Netherworld 2,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,488,,Stage Names
489,STAGE_NAME_616,黒呪の迷宮：冥府２,Bitterblack Maze: Netherworld 2,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,489,,Stage Names
490,STAGE_NAME_617,黒呪の迷宮：冥府３,Bitterblack Maze: Netherworld 3,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,490,,Stage Names
491,STAGE_NAME_618,黒呪の迷宮：冥府３,Bitterblack Maze: Netherworld 3,ui\00_message\common\stage_list.gmd,\ui\gui_cmn.arc,gui_cmn.arc,491,,Stage Names
