160,IDX_293,"プリーストの氷属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","Increases the amount of damage
inflicted by the Priest's Ice attribute.
*This effect is activated when attacking or when
matching the attribute of the status application.
(Note: This effect is invalid during enchantment
changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,160
161,IDX_294,"プリーストの雷属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage amount inflicted by the Priest's
Lightning attribute increases. *This effect is
activated when attacking or when matching the
attribute of the status application. (Note: This
effect is invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,161
162,IDX_295,"プリーストの聖属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage inflicted by the Priest's Holy
attribute increases. *This effect is activated
when attacking or when matching the attribute of
the status application. (Note: This effect is
invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,162
163,IDX_296,"プリーストの闇属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage inflicted by the Priest's Dark
attribute increases. *This effect is activated
when attacking or when matching the attribute of
the status application. (Note: This effect is
invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,163
164,IDX_298,"シールドセージの打属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
物理属性と一致する場合、効果を発揮する","The damage inflicted by the Shield Sage's Strike
attribute increases.
*The effect is activated when attacking or when
it matches the physical attribute of the status
application.",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,164
165,IDX_300,"シールドセージの魔法無属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage inflicted by the Shield Sage's
non-elemental magic increases. *This effect is
activated when attacking or when matching the
attribute of the status application. (Note: This
effect is invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,165
166,IDX_301,"シールドセージの炎属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage amount inflicted by the Shield Sage's
Fire attribute increases. *This effect is
activated when attacking or when matching the
attribute of the status application. (Note: This
effect is invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,166
167,IDX_302,"シールドセージの氷属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage inflicted by the Shield Sage's Ice
attribute increases.
*This effect is activated when attacking or when
matching the attribute of the status application.
(Note: This effect is invalid during enchantment
changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,167
168,IDX_303,"シールドセージの雷属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage amount inflicted by the Shield Sage's
Lightning attribute increases. *This effect is
activated when attacking or when matching the
attribute of the status application. (Note: This
effect is invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,168
169,IDX_304,"シールドセージの聖属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage inflicted by the Shield Sage's Holy
attribute increases.
*This effect is activated when attacking or when
matching the attribute of the status application.
(Note: This effect is invalid during enchantment
changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,169
170,IDX_305,"シールドセージの闇属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage amount inflicted by the Shield Sage's
Dark attribute increases. *This effect is
activated when attacking or when matching the
attribute of the status application. (Note: This
effect is invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,170
171,IDX_306,"ソーサラーの斬属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
物理属性と一致する場合、効果を発揮する","The amount of damage inflicted by the Sorcerer's
Slash attribute increases. *Effective when
attacking or when matching the physical attribute
of the status application.",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,171
172,IDX_307,"ソーサラーの打属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
物理属性と一致する場合、効果を発揮する","The damage inflicted by the Sorcerer's Strike
attribute increases. *The effect is activated when
attacking or when it matches the physical
attribute of the status application.",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,172
173,IDX_308,"ソーサラーの射属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
物理属性と一致する場合、効果を発揮する","The damage inflicted by the Sorcerer's Pierce
attribute increases.
*The effect is activated when attacking or when
it matches the physical attribute of the status
application.",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,173
174,IDX_309,"ソーサラーの魔法無属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage inflicted by the Sorcerer's
non-elemental magic increases.*This effect is
activated when attacking or when matching the
attribute of the status application. (Note: This
effect is invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,174
175,IDX_310,"ソーサラーの炎属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage inflicted by the Sorcerer's Fire
attribute increases. *This effect is activated
when attacking or when matching the attribute of
the status application. (Note: This effect is
invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,175
176,IDX_311,"ソーサラーの氷属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage amount inflicted by the Sorcerer's Ice
attribute increases. *This effect is activated
when attacking or when matching the attribute of
the status application. (Note: This effect is
invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,176
177,IDX_312,"ソーサラーの雷属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage inflicted by the Sorcerer's Lightning
attribute increases. *This effect is activated
when attacking or when matching the attribute of
the status application. (Note: This effect is
invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,177
178,IDX_313,"ソーサラーの聖属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage inflicted by the Sorcerer's Holy
attribute increases. *This effect is activated
when attacking or when matching the attribute of
the status application. (Note: This effect is
invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,178
179,IDX_314,"ソーサラーの闇属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage inflicted by the Sorcerer's Dark
attribute increases. *This effect is activated
when attacking or when matching the attribute of
the status application. (Note: This effect is
invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,179
180,IDX_315,"ウォリアーの斬属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
物理属性と一致する場合、効果を発揮する","The amount of damage inflicted by the Warrior's
Slash attribute increases. *Effective when
attacking or when matching the physical attribute
of the status application.",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,180
181,IDX_316,"ウォリアーの打属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
物理属性と一致する場合、効果を発揮する","The damage inflicted by the Warrior's Strike
attribute increases. *The effect is activated when
attacking or when it matches the physical
attribute of the status application.",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,181
182,IDX_318,"ウォリアーの魔法無属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage inflicted by the Warrior's
non-elemental magic increases. *This effect is
activated when attacking or when matching the
attribute of the status application. (Note: This
effect is invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,182
183,IDX_319,"ウォリアーの炎属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage inflicted by the Warrior's Fire
attribute increases. *This effect is activated
when attacking or when matching the attribute of
the status application. (Note: This effect is
invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,183
184,IDX_320,"ウォリアーの氷属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage amount inflicted by the Warrior's Ice
attribute increases. *This effect is activated
when attacking or when matching the attribute of
the status application. (Note: This effect is
invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,184
185,IDX_321,"ウォリアーの雷属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage inflicted by the Warrior's Lightning
attribute increases. *This effect is activated
when attacking or when matching the attribute of
the status application. (Note: This effect is
invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,185
186,IDX_322,"ウォリアーの聖属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage inflicted by the Warrior's Holy
attribute increases. *This effect is activated
when attacking or when matching the attribute of
the status application. (Note: This effect is
invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,186
187,IDX_323,"ウォリアーの闇属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage inflicted by the Warrior's Dark
attribute increases. *This effect is activated
when attacking or when matching the attribute of
the status application. (Note: This effect is
invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,187
188,IDX_325,"エレメントアーチャーの打属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
物理属性と一致する場合、効果を発揮する","The damage inflicted by the Element Archer's
striking attribute increases.
*This effect is activated when attacking or when
it matches the physical attribute of the status
application.",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,188
189,IDX_326,"エレメントアーチャーの射属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
物理属性と一致する場合、効果を発揮する","The damage inflicted by the Element Archer's
Pierce attribute increases.
*The effect is activated when attacking or when
it matches the physical attribute of the status
application.",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,189
190,IDX_327,"エレメントアーチャーの魔法無属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage dealt by the Element Archer's
non-elemental magic attacks increases.
*This effect is activated when attacking or when
matching the attribute of the status application.
(Note: This effect is invalid during enchantment
changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,190
191,IDX_328,"エレメントアーチャーの炎属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage inflicted by the Element Archer's fire
attribute increases. *This effect is activated
when attacking or when matching the attribute of
the status application. (Note: This effect is
invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,191
192,IDX_329,"エレメントアーチャーの氷属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage amount inflicted by the Element
Archer's Ice attribute increases. *This effect is
activated when attacking or when matching the
attribute of the status application. (Note: This
effect is invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,192
193,IDX_330,"エレメントアーチャーの雷属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage inflicted by the Element Archer's
Lightning attribute increases. *This effect is
activated when attacking or when matching the
attribute of the status application. (Note: This
effect is invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,193
194,IDX_331,"エレメントアーチャーの聖属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage inflicted by the Element Archer's Holy
attribute increases. *This effect is activated
when attacking or when matching the attribute of
the status application. (Note: This effect is
invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,194
195,IDX_332,"エレメントアーチャーの闇属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage amount inflicted by the Element
Archer's Dark attribute increases. *This effect is
activated when attacking or when matching the
attribute of the status application. (Note: This
effect is invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,195
196,IDX_334,"アルケミストの打属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
物理属性と一致する場合、効果を発揮する","The damage inflicted by the Alchemist's Strike
attribute increases. *The effect is activated when
attacking or when it matches the physical
attribute of the status application.",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,196
197,IDX_336,"アルケミストの魔法無属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage inflicted by the Alchemist's
non-elemental magic increases. *This effect is
activated when attacking or when matching the
attribute of the status application. (Note: This
effect is invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,197
198,IDX_337,"アルケミストの炎属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage inflicted by the Alchemist's fire
attribute is increased.
*This effect is activated when attacking or when
matching the attribute of the status application.
(Note: This effect is invalid during enchantment
changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,198
199,IDX_338,"アルケミストの氷属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage inflicted by the Alchemist's Ice
attribute increases. *This effect is activated
when attacking or when matching the attribute of
the status application. (Note: This effect is
invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,199
200,IDX_339,"アルケミストの雷属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage amount inflicted by the Alchemist's
Lightning attribute increases. *This effect is
activated when attacking or when matching the
attribute of the status application. (Note: This
effect is invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,200
201,IDX_340,"アルケミストの聖属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage inflicted by the Alchemist's Holy
attribute increases. *This effect is activated
when attacking or when matching the attribute of
the status application. (Note: This effect is
invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,201
202,IDX_341,"アルケミストの闇属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
魔法属性と一致する場合、効果を発揮する
 (エンチャント変化時は無効)","The damage amount inflicted by the Alchemist's
Dark attribute increases. *This effect is
activated when attacking or when matching the
attribute of the status application. (Note: This
effect is invalid during enchantment changes).",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,202
203,IDX_342,"スピリットランサーの斬属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
物理属性と一致する場合、効果を発揮する","The damage inflicted by the Spirit Lancer's Slash
attribute increases. *Effective when attacking or
when matching the physical attribute of the status
application.",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,203
204,IDX_343,"スピリットランサーの打属性によって
与えるダメージ量が増加する
※攻撃時や、ステータス適用の
物理属性と一致する場合、効果を発揮する","The amount of damage inflicted by the Spirit
Lancer's Strike attribute increases. *This effect
is activated when attacking or when matching the
physical attribute of the status application.",ui\00_message\common\efcSealedItemInfo.gmd,\ui\uGUIEffectSealed.arc,uGUIEffectSealed.arc,204
