16,BTL_CONTENT_RESET_SUCCESS_PROGRESS_REWARD_EX,"進行と報酬のリセットが完了しました
黄金石リセットにより以下の効果が発動しました
・初期装備品の性能アップ
<COL d7b450>・レアアイテムの追加</COL>
・探索結果の報告のクリア報酬アップ","Reset Rewards and Progress have been completed.
The following effects have been activated due to
the Golden Gemstone reset:
- Performance boost for initial equipment
<COL d7b450>- Addition of rare items</COL>
- Increase in clear rewards for reporting search
results",ui\00_message\ui\BtlContentReset_res.gmd,\ui\BtlContentReset.arc,BtlContentReset.arc,16,
12,BTL_CONTENT_RESET_SUCCESS_REWARD,報酬を受け取りました,Reward received,ui\00_message\ui\BtlContentReset_res.gmd,\ui\BtlContentReset.arc,BtlContentReset.arc,12,
16,CALI_MSG_BUTTONGUID_END,設定中止,Cancel Setting,ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,16,
3,CALI_MSG_BUTTON_EDIT,配置変更,Calibrate,ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,3,
4,CALI_MSG_BUTTON_END,終了,Close,ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,4,
17,CALI_MSG_BUTTON_RETRY,やり直す,Redo,ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,17,
0,CALI_MSG_CAPTION,<PFWD 0>のボタン配置設定,<PFWD 0> Calibration,ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,0,
20,CALI_MSG_DETECTED_PAD,認証<PFWD 0>,Detected <PFWD 0>,ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,20,
23,CALI_MSG_DIALOG_END,設定が完了しました,Calibration is complete.,ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,23,
19,CALI_MSG_DIALOG_NOSAVE,設定を保存せず終了します,Are you sure you want to exit without saving?,ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,19,
18,CALI_MSG_DIALOG_XINPUT,ご使用の<PFWD 0>は設定を変更できません,You cannot change the layout of your <PFWD 0>,ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,18,
1,CALI_MSG_GUID_CHECK,ボタン配置を確認してください,Check Buttons,ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,1,
2,CALI_MSG_GUID_END,確認終了,Confirm Exit,ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,2,
13,CALI_MSG_GUID_INPUT,を入力してください,Input (press button),ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,13,
15,CALI_MSG_GUID_KUGIRI,/24,/24,ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,15,
10,CALI_MSG_GUID_LD,Lスティックの下,Left Stick Down,ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,10,
9,CALI_MSG_GUID_LL,Lスティックの左,Left Stick Left,ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,9,
11,CALI_MSG_GUID_LR,Lスティックの右,Left Stick Right,ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,11,
12,CALI_MSG_GUID_LU,Lスティックの上,Left Stick Up,ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,12,
6,CALI_MSG_GUID_RD,Rスティックの下,Right Stick Down,ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,6,
5,CALI_MSG_GUID_RL,Rスティックの左,Right Stick Left,ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,5,
7,CALI_MSG_GUID_RR,Rスティックの右,Right Stick Right,ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,7,
8,CALI_MSG_GUID_RU,Rスティックの上,Right Stick Up,ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,8,
14,CALI_MSG_GUID_STEP,Step.,Step,ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,14,
22,CALI_MSG_TITLE_E,Button Calibration,Button Calibration,ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,22,
21,CALI_MSG_TITLE_J,ボタンキャリブレーション,Button Calibration,ui\00_message\ui\Calibration_res_win.gmd,\ui\uGUICalibration.arc,uGUICalibration.arc,21,
20,char_sel_add_newchar,新規作成,Create,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,20,
24,char_sel_affiliation_clan,所属クラン,Affiliated Clan,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,24,
19,char_sel_announce_charover,キャラクター作成上限です,You have the maximum amount of characters.,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,19,
16,char_sel_bonus,Course,Course,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,16,
23,char_sel_button_clan_notice,クランへの通知設定,Clan Notification Setting,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,23,
22,char_sel_button_rota,カメラ操作,Camera Control,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,22,
21,char_sel_button_zoom,モデル回転<PADM> / ズーム</PADM>,Rotate<PADM>  / Zoom</PADM>,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,21,
10,char_sel_cancel,キャンセル,Cancel,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,10,
28,char_sel_clan_notice_conf,"クランメンバーへ自分のステータスを通知しますか？
※この項目はゲーム設定からいつでも変更できます","Would you like to send your status to clan
members?
※This can be changed any time from the game
settings.",ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,28,
30,char_sel_clan_notice_conf_no,通知を行わない,Do not notify,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,30,
29,char_sel_clan_notice_conf_yes,通知を行う,Notify,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,29,
25,char_sel_clan_notice_info,クランメンバーへ自分のステータスを通知する,Provide Status to Your Clan,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,25,
8,char_sel_code,確認コード：,Confirmation Code:,ui\00_message\ui\CharacterSelect_res.gmd,\ui\uGUICharacterSelect.arc,uGUICharacterSelect.arc,8,
